REGION,FUEL,YEAR,VALUE
REGION1,ATE2,2015,227.6
REGION1,ATE2,2016,227.9
REGION1,ATE2,2017,228.2
REGION1,ATE2,2018,228.5
REGION1,ATE2,2019,228.8
REGION1,ATE2,2020,229
REGION1,ATE2,2021,239.9
REGION1,ATE2,2022,250.8
REGION1,ATE2,2023,261.7
REGION1,ATE2,2024,268
REGION1,ATE2,2025,274.3
REGION1,ATE2,2026,300.1
REGION1,ATE2,2027,326.2
REGION1,ATE2,2028,352.8
REGION1,ATE2,2029,379.7
REGION1,ATE2,2030,406.9
REGION1,ATE2,2031,420.9
REGION1,ATE2,2032,435.2
REGION1,ATE2,2033,449.6
REGION1,ATE2,2034,464.3
REGION1,ATE2,2035,479.3
REGION1,ATE2,2036,494.4
REGION1,ATE2,2037,509.8
REGION1,ATE2,2038,525.3
REGION1,ATE2,2039,541.2
REGION1,ATE2,2040,557.3
REGION1,ATE2,2041,570.8
REGION1,ATE2,2042,584.6
REGION1,ATE2,2043,598.5
REGION1,ATE2,2044,612.4
REGION1,ATE2,2045,626.6
REGION1,ATE2,2046,640.9
REGION1,ATE2,2047,655.3
REGION1,ATE2,2048,669.8
REGION1,ATE2,2049,684.5
REGION1,ATE2,2050,699.4
REGION1,ATE2,2051,699.4
REGION1,ATE2,2052,699.4
REGION1,ATE2,2053,699.4
REGION1,ATE2,2054,699.4
REGION1,ATE2,2055,699.4
REGION1,ATE2,2056,699.4
REGION1,ATE2,2057,699.4
REGION1,ATE2,2058,699.4
REGION1,ATE2,2059,699.4
REGION1,ATE2,2060,699.4
REGION1,BEE2,2015,294.5
REGION1,BEE2,2016,292.8
REGION1,BEE2,2017,291.2
REGION1,BEE2,2018,289.6
REGION1,BEE2,2019,288.1
REGION1,BEE2,2020,286.5
REGION1,BEE2,2021,298.8
REGION1,BEE2,2022,311.1
REGION1,BEE2,2023,323.4
REGION1,BEE2,2024,330.8
REGION1,BEE2,2025,338.1
REGION1,BEE2,2026,369.5
REGION1,BEE2,2027,401.2
REGION1,BEE2,2028,433.5
REGION1,BEE2,2029,466.1
REGION1,BEE2,2030,499
REGION1,BEE2,2031,515.7
REGION1,BEE2,2032,532.6
REGION1,BEE2,2033,549.9
REGION1,BEE2,2034,567.4
REGION1,BEE2,2035,585.2
REGION1,BEE2,2036,603.2
REGION1,BEE2,2037,621.6
REGION1,BEE2,2038,640.2
REGION1,BEE2,2039,659
REGION1,BEE2,2040,678.1
REGION1,BEE2,2041,694.2
REGION1,BEE2,2042,710.5
REGION1,BEE2,2043,726.9
REGION1,BEE2,2044,743.5
REGION1,BEE2,2045,760.2
REGION1,BEE2,2046,777.1
REGION1,BEE2,2047,794.2
REGION1,BEE2,2048,811.4
REGION1,BEE2,2049,828.8
REGION1,BEE2,2050,846.3
REGION1,BEE2,2051,846.3
REGION1,BEE2,2052,846.3
REGION1,BEE2,2053,846.3
REGION1,BEE2,2054,846.3
REGION1,BEE2,2055,846.3
REGION1,BEE2,2056,846.3
REGION1,BEE2,2057,846.3
REGION1,BEE2,2058,846.3
REGION1,BEE2,2059,846.3
REGION1,BEE2,2060,846.3
REGION1,BGE2,2015,99.7
REGION1,BGE2,2016,99.7
REGION1,BGE2,2017,99.6
REGION1,BGE2,2018,99.5
REGION1,BGE2,2019,99.5
REGION1,BGE2,2020,99.4
REGION1,BGE2,2021,104.1
REGION1,BGE2,2022,108.8
REGION1,BGE2,2023,113.5
REGION1,BGE2,2024,114.9
REGION1,BGE2,2025,116.4
REGION1,BGE2,2026,126
REGION1,BGE2,2027,135.6
REGION1,BGE2,2028,145.3
REGION1,BGE2,2029,154.8
REGION1,BGE2,2030,164.5
REGION1,BGE2,2031,168.7
REGION1,BGE2,2032,172.9
REGION1,BGE2,2033,177.2
REGION1,BGE2,2034,181.5
REGION1,BGE2,2035,185.9
REGION1,BGE2,2036,190.4
REGION1,BGE2,2037,194.8
REGION1,BGE2,2038,199.4
REGION1,BGE2,2039,204
REGION1,BGE2,2040,208.6
REGION1,BGE2,2041,212.3
REGION1,BGE2,2042,216.1
REGION1,BGE2,2043,219.8
REGION1,BGE2,2044,223.6
REGION1,BGE2,2045,227.4
REGION1,BGE2,2046,231.3
REGION1,BGE2,2047,235.2
REGION1,BGE2,2048,239.1
REGION1,BGE2,2049,243.1
REGION1,BGE2,2050,247.1
REGION1,BGE2,2051,247.1
REGION1,BGE2,2052,247.1
REGION1,BGE2,2053,247.1
REGION1,BGE2,2054,247.1
REGION1,BGE2,2055,247.1
REGION1,BGE2,2056,247.1
REGION1,BGE2,2057,247.1
REGION1,BGE2,2058,247.1
REGION1,BGE2,2059,247.1
REGION1,BGE2,2060,247.1
REGION1,CHE2,2015,222.6
REGION1,CHE2,2016,222.5
REGION1,CHE2,2017,222.4
REGION1,CHE2,2018,222.3
REGION1,CHE2,2019,222.1
REGION1,CHE2,2020,222
REGION1,CHE2,2021,231.9
REGION1,CHE2,2022,241.7
REGION1,CHE2,2023,251.6
REGION1,CHE2,2024,252.5
REGION1,CHE2,2025,253.3
REGION1,CHE2,2026,254.2
REGION1,CHE2,2027,255
REGION1,CHE2,2028,255.9
REGION1,CHE2,2029,256.8
REGION1,CHE2,2030,257.6
REGION1,CHE2,2031,258.5
REGION1,CHE2,2032,259.4
REGION1,CHE2,2033,260.2
REGION1,CHE2,2034,261.1
REGION1,CHE2,2035,261.9
REGION1,CHE2,2036,262.8
REGION1,CHE2,2037,263.7
REGION1,CHE2,2038,264.5
REGION1,CHE2,2039,265.4
REGION1,CHE2,2040,266.3
REGION1,CHE2,2041,267.1
REGION1,CHE2,2042,268
